"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Database","Contrast"
"HALLMARK_E2F_TARGETS","HALLMARK_E2F_TARGETS",195,-0.672408071886186,-3.30299168127662,3.55752024708711e-38,1.77876012354355e-36,7.48951630965707e-37,5429,"tags=79%, list=26%, signal=59%","CCP110/ORC6/CDK1/TFRC/PMS2/LYAR/ORC2/WEE1/E2F8/KIF2C/PNN/CDKN3/NCAPD2/ZW10/BUB1B/CIT/KPNA2/EXOSC8/TRIP13/CCNE1/SPAG5/XRCC6/NUP107/RFC1/PPP1R8/DLGAP5/UBE2S/MELK/PRKDC/ANP32E/TK1/IPO7/KIF18B/MAD2L1/STAG1/CHEK2/MLH1/UBE2T/SNRPB/AURKB/CTPS1/PA2G4/CDC25B/NUP205/PAICS/RAD51AP1/RAN/CDCA8/KIF4A/ASF1A/CDCA3/CDK4/CCNB2/RFC3/TACC3/NME1/RAD51C/CDC20/MCM3/CDC25A/DEK/SRSF2/NOP56/PLK4/PLK1/ATAD2/NUDT21/SLBP/KIF22/MYBL2/TOP2A/RRM2/GINS4/POLD2/CSE1L/EZH2/CENPE/TIMELESS/POLE4/RAD1/EED/HELLS/BIRC5/CHEK1/CNOT9/BRMS1L/SYNCRIP/PRIM2/MKI67/SMC4/PSIP1/PHF5A/BRCA1/SPC24/MSH2/H2AZ1/RPA2/HNRNPD/HMGB3/DNMT1/CBX5/TMPO/SRSF1/NASP/CTCF/POLE/CDKN2C/TIPIN/RANBP1/ESPL1/PCNA/DSCC1/SMC3/CENPM/SPC25/BRCA2/POLD3/MMS22L/POLA2/SUV39H1/H2AX/POP7/RACGAP1/MCM6/RPA3/DCTPP1/PSMC3IP/NAP1L1/POLD1/LBR/TRA2B/MCM5/MCM2/MCM4/GINS3/GINS1/RFC2/STMN1/MCM7/PPM1D/SMC1A/DDX39A/SSRP1/ILF3/DUT/ING3/RNASEH2A/JPT1/LMNB1/USP1/UNG/LIG1/PDS5B/DCLRE1B","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_G2M_CHECKPOINT","HALLMARK_G2M_CHECKPOINT",195,-0.573179077390865,-2.815560674626,2.28041159989939e-22,5.70102899974847e-21,2.40043326305199e-21,4250,"tags=57%, list=20%, signal=46%","MARCKS/UBE2S/TROAP/ATF5/RBM14/SLC38A1/DTYMK/CHMP1A/E2F3/TTK/MAD2L1/STAG1/CCNA2/DBF4/AURKB/SMARCC1/CENPA/CDC25B/POLQ/KIF4A/CDK4/CCNB2/TOP1/EWSR1/MEIS1/PRC1/TPX2/TACC3/CDC20/MCM3/CDC25A/NDC80/SRSF2/CENPF/PLK4/PLK1/KIF22/MYBL2/TOP2A/FANCC/KIF20B/NUSAP1/EZH2/CENPE/PBK/KNL1/BIRC5/CHEK1/CDC7/TFDP1/BUB3/EXO1/CUL1/SYNCRIP/PRIM2/MKI67/SMC4/KIF11/ARID4A/INCENP/NUP50/H2AZ1/RAD54L/RPA2/FBXO5/HNRNPD/HMGB3/TMPO/SMC2/SRSF1/NASP/CTCF/NSD2/RASAL2/UCK2/POLE/CDKN2C/ATRX/CDC45/SRSF10/ESPL1/CHAF1A/BRCA2/HIRA/TRAIP/POLA2/SUV39H1/H2AX/RACGAP1/MCM6/HNRNPU/E2F1/SNRPD1/SFPQ/LBR/TRA2B/MCM5/MCM2/STMN1/SMC1A/DDX39A/H2AZ2/ILF3/MEIS2/JPT1/LMNB1/CCNF/HMGN2/RBL1/PDS5B/GINS2","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",190,0.512460143900349,2.64704109348497,5.72214436301208e-18,9.5369072716868e-17,4.01553990386813e-17,6525,"tags=66%, list=31%, signal=46%","COL6A2/PDGFRB/NID2/TGFBR3/WNT5A/NOTCH2/PCOLCE/EMP3/FMOD/FBLN2/SLIT3/GEM/SERPINE2/FAP/MEST/IGFBP4/SLIT2/SNTB1/COL8A2/GPX7/TIMP3/P3H1/SDC4/VEGFA/PDLIM4/COL1A2/PLOD1/ITGA5/HTRA1/ITGB5/BGN/MMP14/IL15/SERPINH1/PLOD2/VEGFC/FBN1/CRLF1/PRRX1/ELN/FUCA1/THBS2/COL16A1/MMP2/SAT1/SPARC/COL5A2/DAB2/MSX1/LAMA1/ID2/FSTL3/ECM1/GJA1/CTHRC1/LOXL1/FBN2/TNFRSF11B/DCN/CALU/DKK1/TFPI2/SFRP4/LOX/TIMP1/IGFBP2/GADD45A/LGALS1/WIPF1/COL5A3/LAMA2/CDH11/COL5A1/GADD45B/CDH6/PLOD3/FSTL1/QSOX1/MATN3/LAMC1/TGM2/CXCL12/FBLN5/POSTN/LUM/TNC/PTX3/FN1/MATN2/FGF2/BMP1/TGFB1/EFEMP2/SGCG/ITGB1/TNFAIP3/EDIL3/TPM2/COPA/ABI3BP/COL12A1/SLC6A8/ITGAV/PPIB/CXCL6/MGP/TNFRSF12A/THBS1/BDNF/CCN2/FLNA/LRP1/PCOLCE2/CXCL1/LOXL2/CXCL8/NT5E/ANPEP/MYLK/PMP22/VIM/CCN1/ADAM12/LAMA3/COL4A2/CD59","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",186,-0.494265737968689,-2.41355286898863,1.56115958651156e-13,1.95144948313945e-12,8.21662940269241e-13,7714,"tags=65%, list=37%, signal=42%","EIF3J/PSMD7/EIF4G2/PSMC6/PHB2/SRM/CCT7/SNRPB2/EIF3B/GNL3/EIF2S1/PSMA6/GLO1/HNRNPC/SNRPG/RAD23B/KARS1/ACP1/DHX15/CCT2/PSMD3/DDX18/TARDBP/PSMD1/CCT5/MRPL9/CCT3/RNPS1/NOLC1/PSMA7/PCBP1/HSPE1/SF3A1/C1QBP/NDUFAB1/COPS5/ORC2/PSMA4/HDGF/CYC1/SERBP1/SRPK1/PWP1/CSTF2/KPNA2/PSMB2/TCP1/NCBP1/CDK2/XRCC6/PSMA2/GOT2/PPM1G/PSMD14/PPIA/TRIM28/HNRNPA1/UBE2L3/TYMS/MAD2L1/ERH/VDAC3/CCNA2/SF3B3/CTPS1/HNRNPA2B1/SMARCC1/PA2G4/SET/RAN/ILF2/CBX3/CDK4/NME1/CDC20/DEK/EIF4E/SRSF2/NOP56/RFC4/NCBP2/POLD2/NHP2/HNRNPA3/SRSF3/SRSF7/SNRPD3/COX5A/PRPS2/TFDP1/BUB3/VBP1/CUL1/SYNCRIP/TXNL4A/H2AZ1/SNRPA/POLE3/TOMM70/HNRNPD/LSM7/SRSF1/CDC45/RANBP1/HDAC2/PCNA/MCM6/HNRNPU/EIF1AX/SNRPD1/NAP1L1/TRA2B/MCM5/RRM1/MCM2/MCM4/MCM7/STARD7/DUT/USP1/YWHAQ","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB",175,0.439394901838407,2.24576082325133,1.70384974912728e-10,1.70384974912728e-09,7.17410420685169e-10,6648,"tags=57%, list=31%, signal=39%","CEBPB/KLF4/F3/DNAJB4/MAP3K8/GEM/TIPARP/TRIP10/TGIF1/KLF9/B4GALT1/TRAF1/PDLIM5/STAT5A/SDC4/IL23A/BMP2/BHLHE40/ZFP36/VEGFA/SPSB1/SLC16A6/KLF2/BIRC3/SMAD3/BCL3/SAT1/KLF10/TNFAIP8/TRIB1/BTG3/PTGER4/FUT4/ID2/IFIH1/RIPK2/NINJ1/GFPT2/SIK1/FOSB/CCND1/ABCA1/ATF3/BTG1/PPP1R15A/GADD45A/IRS2/ZC3H12A/CCNL1/GADD45B/CEBPD/NFKB2/IER2/LITAF/OLR1/TNFAIP2/RELA/PER1/CXCL3/PTGS2/SPHK1/G0S2/TSC22D1/LDLR/TNC/PTX3/KLF6/IL1B/TNFAIP3/CFLAR/FOSL2/MAFF/EIF1/BCL6/ATP2B1/TNFRSF9/CXCL6/F2RL1/ICAM1/SLC2A3/CD83/EFNA1/IL6ST/NFAT5/CXCL1/ZBTB10/FOS/PLAU/MSC/RIGI/NFE2L2/IL7R/CXCL2/PTPRE/CCN1/IFIT2/GCH1/ETS2/ACKR3/RELB","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",77,0.509762658942803,2.26893703815386,1.71965299720947e-07,9.55362776227484e-07,4.02258011043151e-07,4586,"tags=48%, list=22%, signal=38%","GMPR/CD74/PARP14/C1S/MOV10/ELF1/IRF2/IFI35/MX1/IFI30/IL15/PARP12/UBA7/TRIM5/SELL/TENT5A/TRIM21/IFIH1/RIPK2/DHX58/STAT2/IFITM1/BST2/LPAR6/EPSTI1/TDRD7/PROCR/CMPK2/HELZ2/GBP2/IFITM3/DDX60/IFITM2/SP110/SLC25A28/B2M/LGALS3BP","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",167,0.396240960027323,2.0117439733659,1.60069916102845e-07,9.55362776227484e-07,4.02258011043151e-07,5596,"tags=46%, list=26%, signal=34%","P4HA1/PTH1R/TNFRSF21/IRF4/ITGA6/MAP3K8/COL6A1/TNFRSF18/P2RX4/IFNGR1/FAH/TRAF1/CTSZ/SLC39A8/BMP2/BHLHE40/SERPINB6/FURIN/SH3BGRL2/PRNP/PRKCH/CDKN1C/ENO3/RHOH/CDC42SE2/ANXA4/CA2/GALM/WLS/F2RL2/SELL/CD81/AHNAK/ECM1/SOCS1/LRRC8C/BATF3/CAPN3/DRC1/TNFRSF1B/NRP1/PLEC/IKZF2/MUC1/PLIN2/SNX9/GADD45B/ARL4A/IFITM3/TGM2/IRF6/XBP1/KLF6/SYNGR2/ITIH5/GABARAPL1/SWAP70/MYO1E/CKAP4/SNX14/FLT3LG/HK2/ITGAE/FGL2/MAFF/BCL2/NCOA3/GSTO1/PLSCR1/GPX4/ITGAV/TNFRSF9/EMP1/GPR83/SLC2A3/NFKBIZ/CD83","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_HYPOXIA","HALLMARK_HYPOXIA",182,0.377050196404113,1.93577487558467,5.00082858279536e-07,2.50041429139768e-06,1.0528060174306e-06,6856,"tags=51%, list=32%, signal=34%","P4HA1/PYGM/AK4/PGF/DTNA/F3/CITED2/NR3C1/TIPARP/MAP3K1/KDELR3/SDC4/P4HA2/BHLHE40/ZFP36/VEGFA/DDIT3/HEXA/AMPD3/FAM162A/CDKN1C/TPST2/BGN/ENO3/XPNPEP1/STC2/EXT1/TMEM45A/CHST3/SELENBP1/HSPA5/PLAC8/SDC2/DCN/S100A4/GPC3/LXN/ATP7A/GBE1/ATF3/PLIN2/BTG1/LOX/PPP1R15A/IRS2/CASP6/CP/COL5A1/VLDLR/CAVIN3/MT1E/ERRFI1/TGM2/ANKZF1/KLF6/HMOX1/EGFR/PGK1/TNFAIP3/FOSL2/HK2/MAFF/BCL2/STBD1/ALDOA/DDIT4/HOXB9/ALDOC/TES/SLC2A3/KDM3A/PRDX5/EFNA1/CCN2/EDN2/PHKG1/CXCR4/FOS/ERO1A/CAVIN1/HK1/SULT2B1/ADM/CCN1/ADORA2B/GALK1/ACKR3/ANXA2/MYH9/PFKP/TGFBI/DUSP1","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",192,-0.381562497824013,-1.87087850728071,3.43585593477775e-06,1.56175269762625e-05,6.57580083211053e-06,5526,"tags=44%, list=26%, signal=33%","CDC27/ARHGEF12/KPTN/RAPGEF6/CDK1/BUB1/ECT2/FGD4/ARF6/KIF2C/SORBS2/DOCK4/PAFAH1B1/HOOK3/MAPRE1/SASS6/KIFAP3/RFC1/MARCKS/DLGAP5/ARFGEF1/PIF1/CLIP1/ARL8A/CENPJ/TTK/CDK5RAP2/CEP72/PCM1/CDC42EP4/FSCN1/FARP1/KIF4A/CYTH2/CLIP2/CCNB2/PRC1/TPX2/TIAM1/NDC80/SSH2/CENPF/ARHGEF7/GEMIN4/TAOK2/FGD6/PLK1/KIF22/TOP2A/DYNC1H1/KIF20B/NUSAP1/TRIO/CENPE/EPB41/BIRC5/KNTC1/CEP192/SMC4/CLASP1/KIF11/INCENP/TBCD/KIF1B/FBXO5/RASAL2/KIF3C/ESPL1/SMC3/CCDC88A/BRCA2/KIF3B/RACGAP1/SAC3D1/CKAP5/BCR/ARHGEF2/RAPGEF5/SMC1A/NIN/KLC1/LMNB1/DYNLL2/PCNT/APC","hallmark","R403C_vs_Ctrl_D35"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE",148,0.366893287845013,1.82897977322373,1.4835704532918e-05,5.70604020496845e-05,2.40254324419724e-05,4645,"tags=36%, list=22%, signal=29%","PLA2G4A/VAMP8/CD74/IRF4/MX2/PARP14/C1S/SSPN/SERPING1/NOD1/IRF2/ITGB7/IFI35/MVP/MX1/GZMA/RNF213/IFI30/CD40/IL15/PARP12/BANK1/TRIM21/IFIH1/SOCS1/RIPK2/DHX58/LATS2/STAT2/BST2/VAMP5/EPSTI1/BTG1/TDRD7/CMPK2/HELZ2/ARL4A/TNFAIP2/STAT1/IFITM3/PTGS2/CASP7/DDX60/PTPN6/IFITM2/SP110/SLC25A28/HLA-A/B2M/IL18BP/TNFAIP3/LGALS3BP/OAS3/APOL6","hallmark","R403C_vs_Ctrl_D35"
